"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000165566",6.86264448084735,-5.84830168883159,2.58298388658976,8.7992450084286e-05,0.0017837789597823
"ENSG00000100427",6.86036550322231,-5.84600802281441,2.58703121741929,9.05946706427404e-05,0.00182618440315338
"ENSG00000144290",6.8763183465976,-5.84356089953385,2.5913301288936,9.3688854229647e-05,0.00187273028175238
"ENSG00000168824",6.85808652559727,-5.83983018107649,2.59084426781274,9.43625173401448e-05,0.0018757171502391
"ENSG00000134121",6.87859732422264,-5.83641063710175,2.59652616625309,9.86696805981725e-05,0.00194512461256342
"ENSG00000018236",19.5077800249329,-5.80347030782437,1.31662802449366,1.96895542607315e-05,0.000529693422142084
"ENSG00000105290",19.2425173655013,-5.78060302951138,1.31734480691981,2.11077289256994e-05,0.000557368664916253
"ENSG00000137766",6.60421875429082,-5.76709746733673,2.57983627536413,0.000106661719679272,0.00205372170746303
"ENSG00000128268",6.60193977666578,-5.76661291421198,2.57977414510324,0.000106761385575216,0.00205372170746303
"ENSG00000177511",6.60193977666578,-5.76661291421198,2.57977414510324,0.000106761385575216,0.00205372170746303
"ENSG00000152932",6.60193977666578,-5.76661291421198,2.57977414510324,0.000106761385575216,0.00205372170746303
"ENSG00000080493",6.60649773191587,-5.7658707380024,2.58107416507081,0.000107815851802453,0.00205741396132894
"ENSG00000175874",6.60649773191587,-5.7658707380024,2.58107416507081,0.000107815851802453,0.00205741396132894
"ENSG00000125462",6.60649773191587,-5.7658707380024,2.58107416507081,0.000107815851802453,0.00205741396132894
"ENSG00000170579",6.59966079904074,-5.76441300247039,2.58088807699803,0.000108119248694221,0.00205771633951023
"ENSG00000177807",6.5973818214157,-5.76044399096527,2.58319993506957,0.000110805764816942,0.00210325213005315
"ENSG00000177301",6.61105568716595,-5.75798816477236,2.58721417449092,0.00011424067163094,0.00214568568554071
"ENSG00000104327",6.59510284379066,-5.75455980643741,2.58674127663809,0.000114967305211701,0.0021480575354959
"ENSG00000113916",6.59510284379066,-5.75455980643741,2.58674127663809,0.000114967305211701,0.0021480575354959
"ENSG00000130477",6.59282386616562,-5.74627028928588,2.5915093272285,0.000120842224155547,0.00224027708823081
"ENSG00000159399",7.45144807005793,5.705662668864,2.51590962881543,9.92452442592343e-05,0.00195109606571176
"ENSG00000182389",6.33895609485917,-5.67630434611661,2.57858755201806,0.000133172549442533,0.00244354554823274
"ENSG00000154975",6.33667711723413,-5.67480279188901,2.57921398513082,0.000134125103028166,0.00244846744201417
"ENSG00000135426",6.33667711723413,-5.67480279188901,2.57921398513082,0.000134125103028166,0.00244846744201417
"ENSG00000250305",6.33439813960909,-5.67190279737229,2.58125076162101,0.00013676892523151,0.00247776817457388
"ENSG00000152154",6.33439813960909,-5.67190279737229,2.58125076162101,0.00013676892523151,0.00247776817457388
"ENSG00000101489",6.3457930277343,-5.66967342758151,2.58515397056655,0.000140407602685376,0.00252451458496621
"ENSG00000087245",7.22454188924061,5.64546572203872,2.51054274871926,0.000112192738894911,0.00212394507812695
"ENSG00000080166",33.2636891759814,5.60733054901272,0.995792130863419,2.68997076822284e-08,2.2383059090003e-06
"ENSG00000166206",6.07597241305256,-5.58263931734388,2.57982727252535,0.000167985870492792,0.00296085440701088
"ENSG00000150656",6.0782513906776,-5.58097831744184,2.58127169902892,0.000169996866332647,0.00296200625611205
"ENSG00000197106",6.0782513906776,-5.58097831744184,2.58127169902892,0.000169996866332647,0.00296200625611205
"ENSG00000103647",6.07141445780248,-5.57933421173669,2.58109248056637,0.00017053473693658,0.00296200625611205
"ENSG00000182836",6.07141445780248,-5.57933421173669,2.58109248056637,0.00017053473693658,0.00296200625611205
"ENSG00000063180",6.08053036830264,-5.57694569263333,2.584079523879,0.000174317183345538,0.0030130767246876
"ENSG00000106927",7.00014990821044,5.56327815455661,2.51521290225987,0.000143587229131653,0.00257521356307296
"ENSG00000167614",6.08508832355273,-5.56093917674683,2.59435500654765,0.00019124211746268,0.00325066174005449
"ENSG00000164398",6.06457752492735,-5.55587644318936,2.59383013043496,0.000193088676890031,0.00325770527027435
"ENSG00000106976",27.6297764929301,-5.54738294279497,1.01570022187538,5.42921789780902e-08,4.0470295079918e-06
"ENSG00000167654",6.59054488854058,-5.49111444085807,2.76519041701187,0.000455525117935854,0.00653254056903602
"ENSG00000140323",5.81070975362091,-5.47970316789161,2.57930749575952,0.000213382903276723,0.00352982396559792
"ENSG00000149575",5.81070975362091,-5.47970316789161,2.57930749575952,0.000213382903276723,0.00352982396559792
"ENSG00000180155",5.81070975362091,-5.47970316789161,2.57930749575952,0.000213382903276723,0.00352982396559792
"ENSG00000105695",5.81298873124595,-5.47910821837521,2.58014438818329,0.000214571468003787,0.00352982396559792
"ENSG00000110427",5.81298873124595,-5.47910821837521,2.58014438818329,0.000214571468003787,0.00352982396559792
"ENSG00000058091",5.81298873124595,-5.47910821837521,2.58014438818329,0.000214571468003787,0.00352982396559792
"ENSG00000171476",5.81526770887099,-5.47610357455743,2.58275144019114,0.000218787192344804,0.00358270285679501
"ENSG00000104490",5.80615179837082,-5.4737802228625,2.58257330253224,0.000219774157749503,0.00359064811154211
"ENSG00000087250",5.81754668649603,-5.47110200160135,2.58659469237043,0.000226279384818217,0.00367533114589705
"ENSG00000124493",5.81754668649603,-5.47110200160135,2.58659469237043,0.000226279384818217,0.00367533114589705
"ENSG00000100167",15.8146135915151,-5.45119425412967,1.33169446158879,5.71585176274827e-05,0.00127026817435486
"ENSG00000139910",7.14613896127934,-5.43719003137959,2.93201806347594,0.000800409129608604,0.00984145658329755
"ENSG00000171557",6.5480974864268,5.42781993206077,2.51069551713149,0.000192911383906501,0.00325770527027435
"ENSG00000186868",15.5425139992084,-5.42275689857324,1.33226389410533,6.1813689488118e-05,0.00132834463056148
"ENSG00000168490",15.5427654191871,-5.4226804162844,1.3322620969779,6.18136380108977e-05,0.00132834463056148
"ENSG00000197959",15.5539088873336,-5.42164191897307,1.3345843898354,6.28518831827263e-05,0.00134259127180773
"ENSG00000105825",6.54608612659708,5.40748554807371,2.52319076964086,0.000215167882620873,0.00353151689916276
"ENSG00000182718",17.6492930097939,5.38727113789862,1.31466480461971,6.11311686641164e-05,0.00132562013018308
"ENSG00000183166",5.54544709418925,-5.36900939651169,2.57852553469564,0.000274687081451196,0.0043078942470654
"ENSG00000146674",17.4218677912025,5.36664236538913,1.3149777578584,6.47700064971278e-05,0.00137944692408764
"ENSG00000122733",5.54316811656421,-5.3633783789161,2.57925568187303,0.000278978347003056,0.00434938791101061
"ENSG00000184524",5.55228402706438,-5.36079837715842,2.5835596592806,0.000285867832800158,0.00444710915547375
"ENSG00000136535",5.54088913893917,-5.35770034596815,2.5833555183178,0.000287599544601682,0.00446434347325301
"ENSG00000170312",6.3214427255882,5.34982683056866,2.50806040251929,0.000226498188281246,0.00367533114589705
"ENSG00000151655",6.32119130560948,5.33982546271805,2.5032557022068,0.000229637708255644,0.00370642531833462
"ENSG00000135709",14.2230376349252,-5.27126292166876,1.34014683108776,9.55384441129488e-05,0.00189383131875973
"ENSG00000164611",6.09629648462188,5.26778880457343,2.50939523466828,0.000275112866253338,0.0043078942470654
"ENSG00000134057",6.09679932457931,5.258911987309,2.51538325702207,0.000288591646570593,0.0044700472356259
"ENSG00000066468",5.28246341238264,-5.2532275301108,2.58269673727562,0.00035585068188827,0.00538559000010509
"ENSG00000272636",5.28474239000768,-5.25239638873974,2.58380422517337,0.00035806444442286,0.00538559000010509
"ENSG00000109906",5.28474239000768,-5.25239638873974,2.58380422517337,0.00035806444442286,0.00538559000010509
"ENSG00000100604",5.2801844347576,-5.25105310932654,2.58373146411644,0.000358989160152338,0.00538559000010509
"ENSG00000116254",5.2801844347576,-5.25105310932654,2.58373146411644,0.000358989160152338,0.00538559000010509
"ENSG00000100095",5.28702136763273,-5.24839901285625,2.58713001254663,0.000365934983783227,0.00545548071656828
"ENSG00000133069",5.28702136763273,-5.24839901285625,2.58713001254663,0.000365934983783227,0.00545548071656828
"ENSG00000015592",5.27790545713256,-5.2456889656568,2.58698324922157,0.000367834976262232,0.00546105205421687
"ENSG00000204655",5.27790545713256,-5.2456889656568,2.58698324922157,0.000367834976262232,0.00546105205421687
"ENSG00000172508",5.28930034525777,-5.24098666556206,2.59275181450637,0.000380027465444153,0.00561875318743462
"ENSG00000156475",5.28930034525777,-5.24098666556206,2.59275181450637,0.000380027465444153,0.00561875318743462
"ENSG00000013297",5.27562647950752,-5.2368671747261,2.59253238894291,0.000383009728951312,0.00565117035128988
"ENSG00000123975",5.8701445637407,5.18246685400897,2.50918382483313,0.000330799832348404,0.00504734243131169
"ENSG00000171345",5.86939030380456,5.17340242969005,2.51502649833221,0.000346101830093275,0.00525839638247871
"ENSG00000183044",13.4226917013802,-5.16867784646167,1.34898355647691,0.000129325120181815,0.00237995123586352
"ENSG00000084731",13.1711029076988,-5.13753787328212,1.34852101732051,0.00013924366139699,0.00251623141655773
"ENSG00000099308",5.01947973057603,-5.12935955982705,2.58938367104811,0.000468533227742562,0.00662663501053226
"ENSG00000197430",5.01947973057603,-5.12935955982705,2.58938367104811,0.000468533227742562,0.00662663501053226
"ENSG00000069535",5.01947973057603,-5.12935955982705,2.58938367104811,0.000468533227742562,0.00662663501053226
"ENSG00000136274",5.01947973057603,-5.12935955982705,2.58938367104811,0.000468533227742562,0.00662663501053226
"ENSG00000152092",5.01947973057603,-5.12935955982705,2.58938367104811,0.000468533227742562,0.00662663501053226
"ENSG00000160781",5.01720075295099,-5.12861890403521,2.58935216212493,0.000469184638209998,0.00662663501053226
"ENSG00000135439",5.02175870820107,-5.12639786446497,2.59183648666287,0.000475460789488913,0.00665831195613045
"ENSG00000146005",5.02175870820107,-5.12639786446497,2.59183648666287,0.000475460789488913,0.00665831195613045
"ENSG00000144285",5.02175870820107,-5.12639786446497,2.59183648666287,0.000475460789488913,0.00665831195613045
"ENSG00000198513",5.01492177532595,-5.12416381859737,2.5917450802944,0.000477455613648332,0.00667318822513177
"ENSG00000139899",5.01264279770091,-5.1157381400991,2.59669460558384,0.000494113554283524,0.00686577979505417
"ENSG00000151025",5.01264279770091,-5.1157381400991,2.59669460558384,0.000494113554283524,0.00686577979505417
"ENSG00000130540",5.02631666345116,-5.10833639388682,2.60457843010789,0.000515327923587514,0.00702416499274715
"ENSG00000075035",5.02631666345116,-5.10833639388682,2.60457843010789,0.000515327923587514,0.00702416499274715
"ENSG00000162728",5.02631666345116,-5.10833639388682,2.60457843010789,0.000515327923587514,0.00702416499274715
"ENSG00000196361",5.01036382007586,-5.10300081489982,2.60438909493971,0.000520454415944115,0.00707418310631525
"ENSG00000124507",12.912928601121,-5.0997700924292,1.35384815042479,0.000156699981246193,0.00277560659850929
"ENSG00000266976",5.64474690279567,5.08784702176992,2.51272087239619,0.000409253737419906,0.00596460233192841
"ENSG00000171560",5.64474690279567,5.08784702176992,2.51272087239619,0.000409253737419906,0.00596460233192841
"ENSG00000145920",28.4044341336962,-5.07595234212432,0.864577054629422,3.21637639210686e-09,3.54098299414103e-07
"ENSG00000021300",19.9943852300169,-5.03122560035666,1.03048090576338,8.10939941117247e-07,3.92100420178042e-05
"ENSG00000087258",12.3778453270076,-5.02866663959629,1.35535647668118,0.000187182004747637,0.00320448427266528
"ENSG00000124140",12.3664504388824,-5.02437823907283,1.35880931056257,0.000192221056211018,0.00325770527027435
"ENSG00000110436",42.0530263359789,-5.00051269087611,0.6922207990666,3.16030339576667e-13,8.69812734619472e-11
"ENSG00000113739",5.41884640189321,4.99099639874316,2.51499420550396,0.000501222124059454,0.00695105720885553
"ENSG00000174963",4.75649604876942,-4.98973321088256,2.59876394147255,0.000628430220839761,0.00823634919474237
"ENSG00000116147",4.75649604876942,-4.98973321088256,2.59876394147255,0.000628430220839761,0.00823634919474237
"ENSG00000185274",4.75193809351934,-4.98809420444928,2.59872856388104,0.000630332489213538,0.00824617786620124
"ENSG00000138311",4.75877502639446,-4.98398639536787,2.60299915088319,0.000643901409479844,0.00834963242757494
"ENSG00000145990",4.7496591158943,-4.98068160438806,2.60293585031631,0.00064782559067867,0.00836794210631148
"ENSG00000178662",4.7610540040195,-4.97353343218418,2.61028562270532,0.000671774343333697,0.00863210901202389
"ENSG00000196104",4.76333298164454,-4.95754220183753,2.62127495377203,0.000715407007691736,0.00910240916712628
"ENSG00000131018",11.8470685881656,-4.9514437996538,1.36049504864623,0.000229968256196279,0.00370642531833462
"ENSG00000171798",4.74510116064421,-4.95054913765918,2.62133432262302,0.000724772810843827,0.00917960041486447
"ENSG00000147257",13.3584243947241,4.9101161991362,1.33810459794646,0.000229421173770554,0.00370642531833462
"ENSG00000092051",11.5934522368378,-4.90680780137015,1.36916686465079,0.000264861290600007,0.0041747739989728
