userId	geneSymbol	geneName	entrezgene	score	gLink
ENSG00000067715	SYT1	synaptotagmin 1	6857	-9.48903741065734	https://www.ncbi.nlm.nih.gov/gene/?term=6857
ENSG00000067840	PDZD4	PDZ domain containing 4	57595	-4.20446710972908	https://www.ncbi.nlm.nih.gov/gene/?term=57595
ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	8514	-3.45606007529604	https://www.ncbi.nlm.nih.gov/gene/?term=8514
ENSG00000069535	MAOB	monoamine oxidase B	4129	-5.12935955982705	https://www.ncbi.nlm.nih.gov/gene/?term=4129
ENSG00000070087	PFN2	profilin 2	5217	-1.5373035069036	https://www.ncbi.nlm.nih.gov/gene/?term=5217
ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	26986	3.32874043025446	https://www.ncbi.nlm.nih.gov/gene/?term=26986
ENSG00000070808	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	815	-8.54199042129352	https://www.ncbi.nlm.nih.gov/gene/?term=815
ENSG00000070961	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	490	-1.81330023570785	https://www.ncbi.nlm.nih.gov/gene/?term=490
ENSG00000071082	RPL31	ribosomal protein L31	6160	1.6194772068574	https://www.ncbi.nlm.nih.gov/gene/?term=6160
ENSG00000072071	ADGRL1	adhesion G protein-coupled receptor L1	22859	-2.0777520916318	https://www.ncbi.nlm.nih.gov/gene/?term=22859
ENSG00000072274	TFRC	transferrin receptor	7037	2.2544887684031	https://www.ncbi.nlm.nih.gov/gene/?term=7037
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	8243	2.0322459565111	https://www.ncbi.nlm.nih.gov/gene/?term=8243
ENSG00000072832	CRMP1	collapsin response mediator protein 1	1400	-3.41631868272168	https://www.ncbi.nlm.nih.gov/gene/?term=1400
ENSG00000073464	CLCN4	chloride voltage-gated channel 4	1183	-6.40789936576396	https://www.ncbi.nlm.nih.gov/gene/?term=1183
ENSG00000073670	ADAM11	ADAM metallopeptidase domain 11	4185	-4.24935079956519	https://www.ncbi.nlm.nih.gov/gene/?term=4185
ENSG00000073910	FRY	FRY microtubule binding protein	10129	-4.45344202611991	https://www.ncbi.nlm.nih.gov/gene/?term=10129
ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	4905	-3.49316382394511	https://www.ncbi.nlm.nih.gov/gene/?term=4905
ENSG00000074211	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	5522	-3.81559905431587	https://www.ncbi.nlm.nih.gov/gene/?term=5522
ENSG00000074317	SNCB	synuclein beta	6620	-4.10842857208968	https://www.ncbi.nlm.nih.gov/gene/?term=6620
ENSG00000074590	NUAK1	NUAK family kinase 1	9891	-6.2759077695491	https://www.ncbi.nlm.nih.gov/gene/?term=9891
ENSG00000074695	LMAN1	lectin, mannose binding 1	3998	1.82357179669132	https://www.ncbi.nlm.nih.gov/gene/?term=3998
ENSG00000074800	ENO1	enolase 1	2023	2.18753390036766	https://www.ncbi.nlm.nih.gov/gene/?term=2023
ENSG00000075035	WSCD2	WSC domain containing 2	9671	-5.10833639388682	https://www.ncbi.nlm.nih.gov/gene/?term=9671
ENSG00000075043	KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	-3.33407799788707	https://www.ncbi.nlm.nih.gov/gene/?term=3785
ENSG00000075340	ADD2	adducin 2	119	-3.18207452865021	https://www.ncbi.nlm.nih.gov/gene/?term=119
ENSG00000076864	RAP1GAP	RAP1 GTPase activating protein	5909	-2.97916132506366	https://www.ncbi.nlm.nih.gov/gene/?term=5909
ENSG00000077080	ACTL6B	actin like 6B	51412	-3.633147089933	https://www.ncbi.nlm.nih.gov/gene/?term=51412
ENSG00000077264	PAK3	p21 (RAC1) activated kinase 3	5063	-3.64464962758518	https://www.ncbi.nlm.nih.gov/gene/?term=5063
ENSG00000077522	ACTN2	actinin alpha 2	88	-3.633147089933	https://www.ncbi.nlm.nih.gov/gene/?term=88
ENSG00000078018	MAP2	microtubule associated protein 2	4133	-5.91742171489283	https://www.ncbi.nlm.nih.gov/gene/?term=4133
ENSG00000078053	AMPH	amphiphysin	273	-2.73849259235737	https://www.ncbi.nlm.nih.gov/gene/?term=273
ENSG00000078114	NEBL	nebulette	10529	-3.14233947617619	https://www.ncbi.nlm.nih.gov/gene/?term=10529
ENSG00000078295	ADCY2	adenylate cyclase 2	108	-4.66835631702533	https://www.ncbi.nlm.nih.gov/gene/?term=108
ENSG00000078328	RBFOX1	RNA binding fox-1 homolog 1	54715	-6.21371899805434	https://www.ncbi.nlm.nih.gov/gene/?term=54715
ENSG00000078369	GNB1	G protein subunit beta 1	2782	-1.03027539165319	https://www.ncbi.nlm.nih.gov/gene/?term=2782
ENSG00000078902	TOLLIP	toll interacting protein	54472	-2.53698025416037	https://www.ncbi.nlm.nih.gov/gene/?term=54472
ENSG00000079215	SLC1A3	solute carrier family 1 member 3	6507	-4.69859996383669	https://www.ncbi.nlm.nih.gov/gene/?term=6507
ENSG00000079841	RIMS1	regulating synaptic membrane exocytosis 1	22999	-6.28543007657522	https://www.ncbi.nlm.nih.gov/gene/?term=22999
ENSG00000080166	DCT	dopachrome tautomerase	1638	5.60733054901272	https://www.ncbi.nlm.nih.gov/gene/?term=1638
ENSG00000080493	SLC4A4	solute carrier family 4 member 4	8671	-5.7658707380024	https://www.ncbi.nlm.nih.gov/gene/?term=8671
ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595	-2.62675992393159	https://www.ncbi.nlm.nih.gov/gene/?term=6595
ENSG00000080822	CLDND1	claudin domain containing 1	56650	-2.23530969630339	https://www.ncbi.nlm.nih.gov/gene/?term=56650
ENSG00000081051	AFP	alpha fetoprotein	174	7.58726624689464	https://www.ncbi.nlm.nih.gov/gene/?term=174
ENSG00000081059	TCF7	transcription factor 7	6932	4.51172631951087	https://www.ncbi.nlm.nih.gov/gene/?term=6932
ENSG00000081189	MEF2C	myocyte enhancer factor 2C	4208	-4.71546173423793	https://www.ncbi.nlm.nih.gov/gene/?term=4208
ENSG00000081803	CADPS2	calcium dependent secretion activator 2	93664	-4.59221878940172	https://www.ncbi.nlm.nih.gov/gene/?term=93664
ENSG00000082397	EPB41L3	erythrocyte membrane protein band 4.1 like 3	23136	-2.65400296466907	https://www.ncbi.nlm.nih.gov/gene/?term=23136
ENSG00000083067	TRPM3	transient receptor potential cation channel subfamily M member 3	80036	-4.24302346326592	https://www.ncbi.nlm.nih.gov/gene/?term=80036
ENSG00000083444	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	5351	3.41386039327631	https://www.ncbi.nlm.nih.gov/gene/?term=5351
ENSG00000083845	RPS5	ribosomal protein S5	6193	2.28728422390301	https://www.ncbi.nlm.nih.gov/gene/?term=6193
ENSG00000084674	APOB	apolipoprotein B	338	8.41711515656523	https://www.ncbi.nlm.nih.gov/gene/?term=338
ENSG00000084731	KIF3C	kinesin family member 3C	3797	-5.13753787328212	https://www.ncbi.nlm.nih.gov/gene/?term=3797
ENSG00000085433	WDR47	WD repeat domain 47	22911	-3.41655716683429	https://www.ncbi.nlm.nih.gov/gene/?term=22911
ENSG00000086062	B4GALT1	beta-1,4-galactosyltransferase 1	2683	3.80667871732742	https://www.ncbi.nlm.nih.gov/gene/?term=2683
ENSG00000086289	EPDR1	ependymin related 1	54749	-3.97431151167301	https://www.ncbi.nlm.nih.gov/gene/?term=54749
ENSG00000086570	FAT2	FAT atypical cadherin 2	2196	-6.8267067405571	https://www.ncbi.nlm.nih.gov/gene/?term=2196
ENSG00000087086	FTL	ferritin light chain	2512	1.21433774914754	https://www.ncbi.nlm.nih.gov/gene/?term=2512
ENSG00000087245	MMP2	matrix metallopeptidase 2	4313	5.64546572203872	https://www.ncbi.nlm.nih.gov/gene/?term=4313
ENSG00000087250	MT3	metallothionein 3	4504	-5.47110200160135	https://www.ncbi.nlm.nih.gov/gene/?term=4504
ENSG00000087258	GNAO1	G protein subunit alpha o1	2775	-5.02866663959629	https://www.ncbi.nlm.nih.gov/gene/?term=2775
ENSG00000087274	ADD1	adducin 1	118	-2.23430901200445	https://www.ncbi.nlm.nih.gov/gene/?term=118
ENSG00000087586	AURKA	aurora kinase A	6790	3.54146787810508	https://www.ncbi.nlm.nih.gov/gene/?term=6790
ENSG00000088179	PTPN4	protein tyrosine phosphatase, non-receptor type 4	5775	-3.1556136501144	https://www.ncbi.nlm.nih.gov/gene/?term=5775
ENSG00000088325	TPX2	TPX2, microtubule nucleation factor	22974	6.50576294638809	https://www.ncbi.nlm.nih.gov/gene/?term=22974
ENSG00000088367	EPB41L1	erythrocyte membrane protein band 4.1 like 1	2036	-3.29587384688236	https://www.ncbi.nlm.nih.gov/gene/?term=2036
ENSG00000088538	DOCK3	dedicator of cytokinesis 3	1795	-3.89850426649644	https://www.ncbi.nlm.nih.gov/gene/?term=1795
ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3	9762	-4.53430685868933	https://www.ncbi.nlm.nih.gov/gene/?term=9762
ENSG00000089009	RPL6	ribosomal protein L6	6128	1.46310488707893	https://www.ncbi.nlm.nih.gov/gene/?term=6128
ENSG00000089157	RPLP0	ribosomal protein lateral stalk subunit P0	6175	3.1056503964146698	https://www.ncbi.nlm.nih.gov/gene/?term=6175
ENSG00000089169	RPH3A	rabphilin 3A	22895	-6.63214688700358	https://www.ncbi.nlm.nih.gov/gene/?term=22895
ENSG00000089199	CHGB	chromogranin B	1114	-7.26917593952252	https://www.ncbi.nlm.nih.gov/gene/?term=1114
ENSG00000089220	PEBP1	phosphatidylethanolamine binding protein 1	5037	-1.63541567223601	https://www.ncbi.nlm.nih.gov/gene/?term=5037
ENSG00000089486	CDIP1	cell death inducing p53 target 1	29965	-3.47738112289065	https://www.ncbi.nlm.nih.gov/gene/?term=29965
ENSG00000089597	GANAB	glucosidase II alpha subunit	23193	2.27380737957625	https://www.ncbi.nlm.nih.gov/gene/?term=23193
ENSG00000089685	BIRC5	baculoviral IAP repeat containing 5	332	4.52043330628326	https://www.ncbi.nlm.nih.gov/gene/?term=332
ENSG00000090238	YPEL3	yippee like 3	83719	-2.64164387328935	https://www.ncbi.nlm.nih.gov/gene/?term=83719
ENSG00000090621	PABPC4	poly(A) binding protein cytoplasmic 4	8761	1.89789032092343	https://www.ncbi.nlm.nih.gov/gene/?term=8761
ENSG00000091129	NRCAM	neuronal cell adhesion molecule	4897	-4.50432614411414	https://www.ncbi.nlm.nih.gov/gene/?term=4897
ENSG00000091136	LAMB1	laminin subunit beta 1	3912	3.04287151308426	https://www.ncbi.nlm.nih.gov/gene/?term=3912
ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069	-3.54123622677167	https://www.ncbi.nlm.nih.gov/gene/?term=11069
ENSG00000091583	APOH	apolipoprotein H	350	5.95005223075562	https://www.ncbi.nlm.nih.gov/gene/?term=350
ENSG00000091622	PITPNM3	PITPNM family member 3	83394	-4.24302346326592	https://www.ncbi.nlm.nih.gov/gene/?term=83394
ENSG00000092051	JPH4	junctophilin 4	84502	-4.90680780137015	https://www.ncbi.nlm.nih.gov/gene/?term=84502
ENSG00000092096	SLC22A17	solute carrier family 22 member 17	51310	-4.64275843319817	https://www.ncbi.nlm.nih.gov/gene/?term=51310
ENSG00000092445	TYRO3	TYRO3 protein tyrosine kinase	7301	-2.33717601944802	https://www.ncbi.nlm.nih.gov/gene/?term=7301
ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	1808	-3.3274721271118	https://www.ncbi.nlm.nih.gov/gene/?term=1808
ENSG00000094804	CDC6	cell division cycle 6	990	4.36894642762195	https://www.ncbi.nlm.nih.gov/gene/?term=990
ENSG00000096696	DSP	desmoplakin	1832	3.62358452159367	https://www.ncbi.nlm.nih.gov/gene/?term=1832
ENSG00000099204	ABLIM1	actin binding LIM protein 1	3983	-3.80977074287332	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ENSG00000099308	MAST3	microtubule associated serine/threonine kinase 3	23031	-5.12935955982705	https://www.ncbi.nlm.nih.gov/gene/?term=23031
ENSG00000099365	STX1B	syntaxin 1B	112755	-3.26245087259769	https://www.ncbi.nlm.nih.gov/gene/?term=112755
ENSG00000099864	PALM	paralemmin	5064	-2.46934503353796	https://www.ncbi.nlm.nih.gov/gene/?term=5064
ENSG00000100095	SEZ6L	seizure related 6 homolog like	23544	-5.24839901285625	https://www.ncbi.nlm.nih.gov/gene/?term=23544
ENSG00000100097	LGALS1	galectin 1	3956	1.72049474914352	https://www.ncbi.nlm.nih.gov/gene/?term=3956
ENSG00000100167	SEPT3	septin 3	55964	-5.45119425412967	https://www.ncbi.nlm.nih.gov/gene/?term=55964
ENSG00000100219	XBP1	X-box binding protein 1	7494	3.84133605525832	https://www.ncbi.nlm.nih.gov/gene/?term=7494
ENSG00000100285	NEFH	neurofilament heavy	4744	-5.93040004396105	https://www.ncbi.nlm.nih.gov/gene/?term=4744
ENSG00000100307	CBX7	chromobox 7	23492	-5.84830168883159	https://www.ncbi.nlm.nih.gov/gene/?term=23492
ENSG00000100316	RPL3	ribosomal protein L3	6122	1.48309306779466	https://www.ncbi.nlm.nih.gov/gene/?term=6122
ENSG00000100321	SYNGR1	synaptogyrin 1	9145	-3.28354407182621	https://www.ncbi.nlm.nih.gov/gene/?term=9145
ENSG00000100412	ACO2	aconitase 2	50	-2.12442294915856	https://www.ncbi.nlm.nih.gov/gene/?term=50
ENSG00000100427	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	23209	-5.84600802281441	https://www.ncbi.nlm.nih.gov/gene/?term=23209
ENSG00000100505	TRIM9	tripartite motif containing 9	114088	-6.68506053115899	https://www.ncbi.nlm.nih.gov/gene/?term=114088
ENSG00000100604	CHGA	chromogranin A	1113	-5.25105310932654	https://www.ncbi.nlm.nih.gov/gene/?term=1113
ENSG00000100605	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	-2.52298722928179	https://www.ncbi.nlm.nih.gov/gene/?term=3705
ENSG00000100867	DHRS2	dehydrogenase/reductase 2	10202	7.13992603727923	https://www.ncbi.nlm.nih.gov/gene/?term=10202
ENSG00000100941	PNN	pinin, desmosome associated protein	5411	1.44025305176323	https://www.ncbi.nlm.nih.gov/gene/?term=5411
ENSG00000101057	MYBL2	MYB proto-oncogene like 2	4605	3.54080196992279	https://www.ncbi.nlm.nih.gov/gene/?term=4605
ENSG00000101079	NDRG3	NDRG family member 3	57446	-2.67725360181987	https://www.ncbi.nlm.nih.gov/gene/?term=57446
ENSG00000101210	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	1917	-2.85770610587277	https://www.ncbi.nlm.nih.gov/gene/?term=1917
ENSG00000101265	RASSF2	Ras association domain family member 2	9770	-3.7133247991437	https://www.ncbi.nlm.nih.gov/gene/?term=9770
ENSG00000101361	NOP56	NOP56 ribonucleoprotein	10528	2.08998077349706	https://www.ncbi.nlm.nih.gov/gene/?term=10528
ENSG00000101439	CST3	cystatin C	1471	-2.21023620854453	https://www.ncbi.nlm.nih.gov/gene/?term=1471
ENSG00000101445	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	26051	-6.4098915899966	https://www.ncbi.nlm.nih.gov/gene/?term=26051
ENSG00000101489	CELF4	CUGBP Elav-like family member 4	56853	-5.66967342758151	https://www.ncbi.nlm.nih.gov/gene/?term=56853
ENSG00000102003	SYP	synaptophysin	6855	-7.88880640654679	https://www.ncbi.nlm.nih.gov/gene/?term=6855
ENSG00000102054	RBBP7	RB binding protein 7, chromatin remodeling factor	5931	2.2537196955518	https://www.ncbi.nlm.nih.gov/gene/?term=5931
ENSG00000102144	PGK1	phosphoglycerate kinase 1	5230	1.79103076245976	https://www.ncbi.nlm.nih.gov/gene/?term=5230
ENSG00000102181	CD99L2	CD99 molecule like 2	83692	-4.04231884112138	https://www.ncbi.nlm.nih.gov/gene/?term=83692
ENSG00000102409	BEX4	brain expressed X-linked 4	56271	-1.87030291926426	https://www.ncbi.nlm.nih.gov/gene/?term=56271
ENSG00000102452	NALCN	sodium leak channel, non-selective	259232	-3.93198069415818	https://www.ncbi.nlm.nih.gov/gene/?term=259232
ENSG00000102804	TSC22D1	TSC22 domain family member 1	8848	-1.41235756209076	https://www.ncbi.nlm.nih.gov/gene/?term=8848
ENSG00000102924	CBLN1	cerebellin 1 precursor	869	-4.25468380910033	https://www.ncbi.nlm.nih.gov/gene/?term=869
ENSG00000103034	NDRG4	NDRG family member 4	65009	-8.84443884467981	https://www.ncbi.nlm.nih.gov/gene/?term=65009
ENSG00000103184	SEC14L5	SEC14 like lipid binding 5	9717	-4.19808333300964	https://www.ncbi.nlm.nih.gov/gene/?term=9717
ENSG00000103222	ABCC1	ATP binding cassette subfamily C member 1	4363	4.20770311146452	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ENSG00000103316	CRYM	crystallin mu	1428	-4.22654049390007	https://www.ncbi.nlm.nih.gov/gene/?term=1428
ENSG00000103647	CORO2B	coronin 2B	10391	-5.57933421173669	https://www.ncbi.nlm.nih.gov/gene/?term=10391
ENSG00000103723	AP3B2	adaptor related protein complex 3 subunit beta 2	8120	-3.97686282982164	https://www.ncbi.nlm.nih.gov/gene/?term=8120
ENSG00000104112	SCG3	secretogranin III	29106	-6.4102292019014	https://www.ncbi.nlm.nih.gov/gene/?term=29106
ENSG00000104327	CALB1	calbindin 1	793	-5.75455980643741	https://www.ncbi.nlm.nih.gov/gene/?term=793
